ID,Entry,OriginalEmotion
28313,Mantıksız davranıldığında ve verilen sözler tutulmadığı zaman.,Anger
28314,Beklentilerim gerçekleşmediği zaman üzülürüm.,Sadness
28315,Yapmacık insanların davranışları tiksindiriyor.,Disgust
28316,Ummadığım kişiler sevgili olunca şaşırdım.,Surprise
28317,"""Star Wars"" 7 filmini izlediğim zaman.",Happy
28318,Çocukken karanlıktan korkardım.,Fear
28319,İnternet'te birisi beni engellediği zaman.,Anger
28320,Kimyadan 52 aldığım zaman.,Sadness
28323,geçen hafta şeytani ruh diye bir korku filmi izledikten sonra her gece karanlıktan korkar oldum,Fear
28324,okul tuvaletlerinden tiksiniyorum.,Disgust
28325,Başarılı olduğum zamanlar mutlu olurum.,Happy
28327,El şakaları öfkelendirir.,Anger
28328,Sınavdan düşük not aldığım zaman.,Sadness
28329,Kötü kokular tiksindirir.,Disgust
28331,sevdiğim arkadaşlarımla vakit geçirmek beni mutlu eder,Happy
28332,yaz gelince bayram ederim,Happy
28333,karanlıktan tırsarım,Fear
28334,tartışma yaşamak beni her zaman derinden etkiler,Sadness
28335,"sınava çalışıp, o sınavdan düşük not almak beni üzer",Sadness
28336,Arkadaşlarımla dışarıya gezmeye gitmek.,Happy
28337,Karanlık bir yerde kalmak ve sevdiklerimi kaybetmek.,Fear
28338,Çok bilmiş davranan insanlar bir de açken öfkeliyim.,Anger
28339,Sevdiklerim üzülürse bir de köpeğim kaçırıldıklarında.,Sadness
28340,Birisi önümde kusarsa.,Disgust
28341,100 beklediğim sınavdan 60 almak.,Surprise
28342,"içki, sigara vb. alışkanlıklardan nefret eder tiksinirim.",Disgust
28343,Takımım gol attığı zaman.,Happy
28344,"""Fabiona"" kaleye geçince.",Fear
28345,Takımım gol kaçırınca.,Anger
28346,Derbi kaybetmek.,Sadness
28347,Futbolcuların sümkürmesi.,Disgust
28348,"""Guiza"" gol kaçırınca.",Surprise
28349,birisinin ayakkabı kokusunu duyunca midem bulanır,Disgust
28350,dışarıda yemek yediğimde masanın altından aniden bir kedi çıkarsa çok korkarım,Fear
28351,Beşiktaş maç kazandığı zaman.,Happy
28352,"""Şampiyonlar ligi'nde"" ""Galatasaray'ın"" 6 dan fazla gol yemesinden korktum.",Fear
28353,Şampiyonlar liginde gol kaçırdığımız zamanlar.,Anger
28354,"""Galatasaray'ın"" ""uefa'da"" maç kaybetmesi.",Sadness
28355,"""Fenerbahçe"" şampiyon olunca tiksiniyorum.",Disgust
28356,Fatih Terimin görevine son verilince.,Surprise
28357,yanımda kız arkadaşım varken bir akrabası ile karşılaşmak,Fear
28358,yanlış anlaşılınca üzülürüm,Sadness
28359,tenis yarışmasında birinci olduğum için dünyalar benim olmuştu,Happy
28360,Matematik öğretmeninin raporlu olduğunu öğrendiğim zaman.,Happy
28361,Beni birisi korkuttuğu zaman.,Fear
28362,Tüm sene matematik dersinde derslere katıldığım halde öğretmenin sözlüde düşük vermesine öfkelendim.,Anger
28363,Yemeğimi yere  düşürdüğümde üzüldüm.,Sadness
28364,Birisi kusarsa.,Disgust
28365,Almanca sınavı olacağını sanıp Almancaya çalıştım fakat matematik sınavı varmış.,Surprise
28366,birilerinin beni ilgilendiren işlere burnunu sokmaları beni öfkelendiriyor.,Anger
28367,Sevdiğim dizinin yeni sezonu başladığı zaman.,Happy
28368,Sevdiğim dizi yeterli puan almayınca.,Fear
28369,Grupta plan yapılırken birisinin toz olması.,Anger
28370,Sevdiğim dizide sevdiğim karakter ölünce.,Sadness
28371,Birisi önümde yellenince.,Disgust
28372,Rüyalarımın gerçekleşmesi.,Surprise
28373,bazı insanların laubali davranışları benim öfkelenmeme sebep oluyor.,Anger
28374,Arkadaşlarımla vakit geçirince.,Happy
28375,Araba kazasından.,Fear
28376,Birisi yemek yerken ağzını şapırdatınca.,Anger
28377,Çok sevdiğim bir eşyamı kaybedince.,Sadness
28378,Kötü kokular.,Disgust
28379,Hediye alınca.,Surprise
28380,odamın dağınıklığı beni delirtiyor,Disgust
28381,"""fenerbahçe'in"" son haftada şampiyonluğu vermesi beni yıkmıştı",Sadness
28382,tanımadığım birinin burnunu karıştırması,Disgust
28383,biri bana gereksiz yere vurursa,Anger
28384,bir yakınımım ölmesi,Sadness
28385,Birisinin hakkımda iftira atması.,Happy
28386,Arabayla giderken yan sokaktan aniden araba çıkmıştı.,Fear
28387,Birisinin sinirlendiğimi bildiği halde o şeyi yapması.,Anger
28388,Çok çalıştığım halde kötü not aldığımda.,Sadness
28389,Birisinin yola tükürmesi.,Disgust
28390,Annemin izin vermeyeceğini düşündüğüm bir şeye izin vermesine.,Surprise
28391,oyunlarda ruslardan tiksiniyorum,Disgust
28392,"""balıkesirspor"" ""Real madrid'i"" yenerse",Surprise
28393,sene sonu geldi ve okullar bitiyor. Bu iyi haber,Happy
28394,Birisi bana iltifat ettiği zaman mutlu olurum.,Happy
28395,Köpek görünce korkarım.,Fear
28396,Annem odanı topla dediği zaman.,Anger
28397,Birisinin ağladığını görünce üzülürüm.,Sadness
28398,Birisini kusarken gördüğüm zaman.,Disgust
28399,Beklemediğim bir not aldığımda şaşırırım.,Surprise
28400,fare gördüğümde ayaklarımı hissetmem,Fear
28401,"sevdiğim bir topçunun ""fenerhahçe'den"" ayrılması bana koydu",Sadness
28402,birisi benim hakkımda iyi şeyler söylediğinde,Happy
28403,Sevildiğimi hissettiğimde ve başarılı olduğumda mutlu olurum.,Happy
28404,Evde yalnızken sesler duyduğumda korkarım.,Fear
28405,Arkamdan konuşulmasına öfkelenirim.,Anger
28406,İnsanların ve hayvanların soğukta sokakta olmasına üzülürüm.,Sadness
28407,Sevdiğim kişilerin kişiliksiz bir davranışını gördüğümde tiksinirim.,Disgust
28408,Kedim elime işediği zaman şaşırdım.,Surprise
28409,haksızlığa uğramaktan korkarım,Fear
28410,otobüste arkadaşlarına yer tutanlara,Anger
28411,küçük yaşta insanların ölmesi,Sadness
28412,Alışveriş yapmak mutlu ediyor.,Happy
28413,Eve hırsız girmesinden korkarım.,Fear
28414,İnsanların hakkımda yalan yanlış konuşmasına sinirlenirim.,Anger
28415,Sevgilimden ayrılmak üzer.,Sadness
28416,Pis insanların yemek yemesi.,Disgust
28417,İnsanların beklemediğim davranışlarda bulunması şaşırtır.,Surprise
28418,şaşırtıcı bir şeyler olduğunda şaşırırım,Surprise
28419,Babamın istediğim her şeyi yapmasına bayılıyorum.,Happy
28420,Arkadaşımın her şeyi sorun edip kafasına takmasına sinir oluyorum.,Anger
28421,Arkadaşım ameliyat olduğunda içim burkulmuştu.,Sadness
28422,evde yalnız kaldığımda korkarım,Fear
28423,"Başarılı olduğumda, yemek yediğimde ve gülen neşeli insanları gördüğümde mutlu olurum.",Happy
28424,Karanlıktan bir de Allah'tan korkarım.,Fear
28425,Bilerek beni sinir ettiklerinde ve aç olduğumda öfkeli olurum.,Anger
28426,"Aç olduğumda, çikolata yemediğimde ve ülkenin durumuna üzülüyorum.",Sadness
28427,İnsanlara şiddet uygulayanlardan tiksinirim.,Disgust
28428,Beklemediğim bir anda beklemediğim birisi karşıma çıktığında şaşırırım.,Surprise
28429,gerçekten istediğim bir şey olmadığında üzülürüm,Sadness
28430,ağzıma sinek girdiğinde çok tiksinirim,Disgust
28431,Denize karşı uyumak huzurdan başka bir şey değil.,Happy
28432,Birisinin bana sürpriz yapması.,Happy
28433,Birisi hastalandığında.,Fear
28434,Haksızlığa uğradığım zaman.,Anger
28435,İstediğimi elde edemediğim zaman.,Sadness
28436,Birisinin önümde kusması.,Disgust
28437,Ummadığım insanların gösterdikleri tepkilere.,Surprise
28438,Sevdiklerimi kaybetmekten korkarım.,Fear
28439,Aradığım kıyafeti bulamayınca aşırı sinirleniyorum.,Anger
28440,Sevdiğim insanları kaybettiğimi düşünüp kendi kendime ağlarım.,Sadness
28442,Yalnız kalmaktan korkarım.,Fear
28443,Genelde sakinim.,Anger
28444,En iyi dostum Eskişehir'e taşındığı zaman.,Sadness
28445,Sevgilimin beni en yakın arkadaşımla aldattığını öğrendiğim zaman.,Disgust
28446,En yakın erkek arkadaşımın sevgilisinin ne kadar güzel olduğunu gördüğüm zaman.,Surprise
28447,Dövme yaptıran insanları sevmem.,Disgust
28448,Dedeye sahip olmamak üzücü.,Sadness
28449,Tuttuğum takımın şampiyon olamaması beni üzdü,Sadness
28450,yaz tatili gelince havalara uçarım,Happy
28451,Düşük beklediğim sınavdan yüksek not aldığımda mutlu olurum.,Happy
28452,Evde yalnız olduğum zaman içerideki odadan sesler duyduğum zaman korkarım.,Fear
28453,Arkadaşlarım benden habersiz buluştuğu zaman.,Anger
28454,Ailemden birisiyle tartıştığım zaman üzülürüm.,Sadness
28455,Birisinin kustuğunu gördüğüm zaman.,Disgust
28456,Hiç beklemediğim kişiler sevgili olduklarında.,Surprise
28457,Yeni araba aldığımız zaman.,Happy
28458,Köpek kovaladığı zaman.,Fear
28459,Anneme küfür ettiklerinde.,Anger
28460,Anneme küfür edildiğinde.,Sadness
28461,Anneme küfür ettiklerinde.,Disgust
28462,Anneme küfür ettiklerinde.,Surprise
28463,"Ailemle birlikte ""Viyana'da"" lunaparka gittiğimiz zaman çok mutlu olmuştum.",Happy
28464,İzlediğim bir diziden korktum.,Fear
28465,Otobüs kaçırdığımda öfkelenirim.,Anger
28466,Annem hasta olduğu zaman çok üzüldüm.,Sadness
28467,Arkadaşım önümde kustuğu zaman tiksindim.,Disgust
28468,Arkadaşım garip bir şey söylediğinde şaşırdım.,Surprise
28469,Gemiden indiğimde babamı gördüğüm an.,Happy
28470,Korku videosu izlediğimde.,Fear
28471,Bir çocuk kafama boncuklu tabancayla sıktığı zaman.,Anger
28472,Babamla annemin boşandığı gün.,Sadness
28473,Kusan birisini görmek.,Disgust
28474,Sınavdan 80 beklerken 100 almıştım.,Surprise
28475,yemekte brokoli olması beni tiksindirir,Disgust
28476,daha ilk hentbol maçımızı kaybettiğimizde üzülmüştüm,Sadness
28477,yemek yerken ağız şapırdatmak,Disgust
28478,Etrafımdaki insanlarla iyi geçinebildiğim için sevinirim.,Happy
28479,Yalnız kalmaktan korkarım.,Fear
28480,Annemin kardeşimi kayırmasına sinir oluyorum.,Anger
28481,Arkadaşlarımla aramın bozulmasına çok üzülüyorum.,Sadness
28482,İzlediğim bir filmde kadının çürük ayak tırnağının karşısındaki adamın ağzına girmesi iğrençti.,Disgust
28483,Sürpriz doğum günümde şaşırdım.,Surprise
28484,İstediğim bir şey olmayınca kızarım.,Anger
28485,Bandırmadan ayrılmam üzücüydü.,Sadness
28486,Çocuklarım doğduğunda çok sevindim.,Happy
28487,İnsanların emeğe saygı duymamasına her zaman öfkelenirim.,Anger
28488,Annemin kanser hastalığına yakalanması.,Sadness
28489,Babamın ağır bir hastalık geçirip felç kalması.,Sadness
28490,Annem kalp krizi geçirirken yanında olmam korkunun alasıydı.,Fear
28491,Motorumu satmam beni üzdü.,Sadness
28492,Kız arkadaşımı her gördüğümde içim kıpır kıpır oluyor.,Happy
28493,Saçma bir şaka yapılınca kızarım.,Anger
28494,Çok sevdiğim kuşlarımın donarak ölmesine içim gitti.,Sadness
28495,ailem doğum günümde hediye almıştı. bana aldıklarının bilmiyordum ve çok sevinmiştim.,Happy
28496,Evde tek başınayken sanki biri varmış gibi hissettiğimde ve sesler geldiğinde korkmuştum.,Fear
28497,bencillik yapan kişiler olunca sinirleniyorum.,Anger
28498,dedem gibi gördüğüm annemin dedesini hatırladıkça üzülüyorum,Sadness
28499,kötü kokulardan tiksiniyorum.,Disgust
28500,arkadaşlarım sürpriz doğum günü yaptığında şaşırmıştım.,Surprise
28501,bundan önceki okul hayatımda arkadaşlarımın beni hep dışlaması yüzünden sürekli yalnız kaldığımda çok üzülmüştüm.,Sadness
28502,karşımdaki verdiği sözü tutmadığı zaman öfkelenirim.,Anger
28503,biri beni nedensizce eleştirdiğinde üzülüyorum.,Sadness
28504,çalkaladığım su şişesinden su içmek,Disgust
28505,başkalarının benim eşyalarımı kullanması,Disgust
28506,büyük dedemin ölüm haberini aldığımda gerçek anlamda üzülmüştüm.,Sadness
28507,abim üniversiteden eve geldiğinde çok mutlu olmuştum.,Happy
28508,ailem bana hediye aldığında çok mutlu olurum.,Happy
28509,odamda büyük bir böcek gördüğümde korkarım.,Fear
28510,kardeşimin söylediğim şeyleri taklit etmesine çok kızarım.,Anger
28511,başkasının içtiği bardaktan su içmekten tiksinirim.,Disgust
28512,sürpriz bir doğum günü partisi yapıldığında şaşırdım.,Surprise
28513,kötü geçen sınavımdan yüksek not alınca çok mutlu oldum.,Happy
28514,sokağın ortasında adam belinden tabancayı çıkarınca çok korktum.,Fear
28515,arkadaşım bana istemediğim şakaları yapınca sinirlendim.,Anger
28516,"""doğu türkistan'da"" Türklere yapılanları gördükçe üzülüyorum.",Sadness
28517,oda arkadaşımın ayak kokusu,Disgust
28518,annem soruma beklemediğim bir tepki verince şaşırdım.,Surprise
28520,okulların yaz tatiline girdiği ilk gün,Happy
28521,evde yalnız olduğumda ve sessiz olduğumda gelen sesler,Fear
28522,birine bir şey anlattığımda dinlememesine öfkelenirim.,Anger
28523,sevdiğim dizinin tekrar çekilmesi,Happy
28524,"""tuğçe ışınsu'nun"" yeni kitabının çıkması",Happy
28525,okulumu kazandığımı duyduğum an hayatımın en mutlu anıydı.,Happy
28526,en korktuğum hayvan köpektir. Daha önce çok kez beni köpek kovaladı ve her köpek gördüğümde korkudan koşmaya başlıyorum.,Fear
28527,"ilk ""TEOG'da"" fazla yanlışım çıktığından ""SYAL'ı"" kazanamayacağım diye çok üzülmüştüm.",Sadness
28528,"""balıkesir'e"" taşınacağımızı öğrenince çok şaşırmıştım.",Surprise
28529,annem anahtarı unuttuğunda ona çok kızdım.,Anger
28530,"""final four'da"" ""Real Madrid'e"" kaybettiğimizde çok üzüldüm.",Sadness
28531,anlattığın şeyi dinlemeyen insanlardan tiksiniyorum.,Disgust
28532,köpeğimle ilgilenemediğim zaman üzülürüm.,Sadness
28533,ablamın bir kızı olacağını duyunca mutlu oldum,Happy
28534,insanların bana gerçekten değer verdiğini hissedince mutlu oluyorum,Happy
28535,karanlıkta yürürken başıma bir şey gelmesinden korkuyorum,Fear
28536,insanların kendini zorla ön plana çıkarma çabasından bıktım,Disgust
28537,doğum günümde yatağa yatmak üzereyken yataktaki hediyeleri görünce çok şaşırdım,Surprise
28538,alışveriş yapmak,Happy
28539,tatile gitmek,Happy
28540,haksızlığa uğramak,Anger
28541,en yakın arkadaşımın yalan söylemesi,Sadness
28542,diş fırçalamamak,Disgust
28543,vücut hijyenine dikkat etmemek,Disgust
28544,ilk korku filmi izlediğimde çok korkmuştum.,Fear
28545,arkadaşlarımın yalan söylediğini öğrendiğimde çok öfkelendim.,Anger
28546,annemle babam ayrıldığında çok üzüldüm,Sadness
28547,korku filmi izlediğimde filmden korkmasam bile filmden sonra tuvalete gitmeye çok korkarım,Fear
28548,insanların bilip bilmeden konuşmaları,Anger
28549,bol tükürüklü öpücük,Disgust
28550,birinin üzüldüğüm bir olayı anlattığımda tepkisiz kalması beni sinirlendirir.,Anger
28551,sigara kokusundan nefret ederim,Disgust
28552,sözlüme düşük verilirse çok öfkelenirim.,Anger
28553,hayatta en sevdiklerimi kaybetme düşüncesi beni üzüyor.,Sadness
28554,yüksek bel pantolon giyen kızlardan iğreniyorum.,Disgust
28555,çikolata yediğimde çok mutlu olurum.,Happy
28556,"ailemin, arkadaşlarımın yanında olmak ve onlarla paylaşımlarda bulunmaktan mutluluk duyuyorum.",Happy
28557,boşa vakit kaybetmekten ve sonra pişman olmaktan zihnimin önüne geçememekten korkuyorum.,Fear
28558,"doğruluğuna inanılsın veya inanılmasın, düşüncelerimin saçma denilip kesilip atılmasına sinirleniyorum.",Anger
28559,sevdiğim insanlardan uzakta kalınca üzülüyorum.,Sadness
28560,yemek yediğim ya da kişisel temizlik yaptığım yerlerin pis olmasından tiksiniyorum.,Disgust
28561,telefonum yere düşünce kırılacak diye çok korktum.,Fear
28562,bir insana yapılan ırkçılık beni tiksindiriyor.,Disgust
28563,karşımdaki bana benim kadar empati yapmazsa sinirlenirim.,Anger
28564,taraftarı olduğum takımın avrupa maçında gol atması,Happy
28565,doğum günümde istediğim şeyler alındığında.,Happy
28566,sınavlardan yüksek aldığım zaman mutlu olurum.,Happy
28567,iki yıl önce kardeşimin başı yarıldığında çok korkmuştum.,Fear
28568,kardeşim başının yarılması canımı çok acıttı.,Sadness
28569,kardeşim çok dağınık.,Disgust
28570,çoktandır görüşmediğim arkadaşım mesaj atınca çok şaşırmıştım.,Surprise
